referrer_sk,referrer_url,referrer_domain,traffic_source
1937,http://www.google.com/imgres?imgurl=http://www.darwinsbeagleplants.org/Darwin/leaf.gif&imgrefurl=http://www.darwinsbeagleplants.org/&usg=__PxvOVKPjzDDGnbnFcCwYWSgNSXA=&h=40&w=30&sz=1&hl=en&start=24&zoom=0&itbs=1&tbnid=WcFfov_FvU1F6M:&tbnh=40&tbnw=30&prev=/search%3Fq%3D1831%2Bto%2B1836%2Bvoyage%2Bof%2Bthe%2BHMS%2BBeagle%2BCharles%2BDarwin%26start%3D20%26hl%3Den%26sa%3DN%26gbv%3D2%26ndsp%3D20%26biw%3D1163%26bih%3D465%26tbm%3Disch&ei=u6nATdWAFoTfgQfSxMD3BQ,www.google.com,Search Engine
1938,http://www.google.com/imgres?q=Poa+ligularis&hl=es&sa=X&tbm=isch&prmd=ivns&tbnid=OwWvp-mnh3_7eM:&imgrefurl=http://www.darwinsbeagleplants.org/Darwin/Plant.aspx%253Fix%253D831%2526pid%253D0%2526prcid%253D0%2526ppid%253D0&ei=uTSdTdKgLNCEtgfX85TPBw&zoom=1&biw=922&bih=526,www.google.com,Search Engine
1939,"http://www.google.com.jm/imgres?imgurl=http://www.darwinsbeagleplants.org/Darwin/ImageCache/cache_Rf7sNIv_218.jpeg&imgrefurl=http://www.darwinsbeagleplants.org/Darwin/Place.aspx%3Fp%3D25%26ix%3D6%26pid%3D1%26prcid%3D27%26ppid%3D1500&usg=__SVUBhNtflstI4gdkP7LOrcfZPCs=&h=100&w=67&sz=6&hl=en&start=72&zoom=1&tbnid=d-BIKG1tWigJjM:&tbnh=91&tbnw=61&ei=pending&prev=/images%3Fq%3Dvernonia%2Bcinerea%26um%3D1%26hl%3Den%26sa%3DX%26rlz%3D1T4ADRA_enJM353JM354%26biw%3D1259%26bih%3D532%26tbs%3Disch:10%2C1331&um=1&itbs=1&biw=1259&bih=532&iact=rc&dur=1358&oei=h3BeTaCeMcH78Ab7wNnhCw&page=4&ndsp=24&ved=1t:429,r:14,s:72&tx=51&ty=41",www.google.com.jm,Search Engine
1940,http://www.google.com.jm/search?q=plumbago+plant+location+latitude&ie=utf-8&oe=utf-8&aq=t&rls=org.mozilla:en-US:official&client=firefox-a,www.google.com.jm,Search Engine
1941,http://www.google.com/m/search?hl=en&q=messerschmidia+argentea&gws_link_params=spell:1&ei=usOETPnOLI7U6AO7qfOhAQ&ved=0CA8QBSgA,www.google.com,Search Engine
1942,http://www.google.com/m/search?source=android-home&client=ms-android-verizon&aq=f&oq=&aqi=-k0d0t0&fkt=223&fsdt=74497&q=amaranthus+caracasanus,www.google.com,Search Engine
1943,"http://www.google.com.mx/imgres?imgurl=http://www.darwinsbeagleplants.org/Darwin/CGE00271_75px.jpg&imgrefurl=http://www.darwinsbeagleplants.org/Darwin/Plant.aspx%3Fp%3D25%26ix%3D140%26pid%3D0%26prcid%3D0%26ppid%3D0&usg=__-SnaBTyzpGcmTdvlJVUqKzgNeME=&h=113&w=75&sz=4&hl=es&start=0&zoom=1&tbnid=1jiDirj7I5bP3M:&tbnh=96&tbnw=64&ei=eNbBTb32EI-btwfR_c2lBQ&prev=/search%3Fq%3DVallesia%2BGlabra%26hl%3Des%26sa%3DX%26biw%3D1280%26bih%3D608%26tbm%3Disch%26prmd%3Divns&itbs=1&iact=hc&vpx=805&vpy=154&dur=1116&hovh=96&hovw=64&tx=77&ty=41&page=1&ndsp=19&ved=1t:429,r:4,s:0",www.google.com.mx,Search Engine
1944,"http://www.google.com.mx/imgres?imgurl=http://www.darwinsbeagleplants.org/Darwin/ImageCache/cache_9ibjQ88_1145.jpeg&imgrefurl=http://www.darwinsbeagleplants.org/Darwin/Page.aspx%3Fp%3D25%26ix%3D100001%26pid%3D25%26prcid%3D17%26ppid%3D0&usg=__ebVqNHm7oAwMRxyKP8amj2nFMIc=&h=331&w=219&sz=22&hl=es&start=0&zoom=1&tbnid=lV1SfK17wLyr5M:&tbnh=183&tbnw=156&prev=/images%3Fq%3Dphlebodium%2Bareolatum%26um%3D1%26hl%3Des%26safe%3Doff%26biw%3D1177%26bih%3D634%26tbs%3Disch:1&um=1&itbs=1&iact=hc&vpx=159&vpy=236&dur=2157&hovh=264&hovw=175&tx=153&ty=63&ei=3J6STJjaFZSmsQOT5f2_Cg&oei=3J6STJjaFZSmsQOT5f2_Cg&esq=1&page=1&ndsp=16&ved=1t:429,r:5,s:0",www.google.com.mx,Search Engine
1945,"http://www.google.com.mx/imgres?imgurl=http://www.darwinsbeagleplants.org/Darwin/ImageCache/cache_FHtWOne_890.jpeg&imgrefurl=http://www.darwinsbeagleplants.org/Darwin/Place.aspx%3Fp%3D25%26ix%3D13%26pid%3D1%26prcid%3D27%26ppid%3D1500&usg=__EP02vafNiX3BjFxT5tTLzAX1dAE=&h=100&w=67&sz=3&hl=es&start=0&zoom=0&tbnid=9Rx4hxqPLxy5CM:&tbnh=82&tbnw=55&prev=/images%3Fq%3DCorchorus%2Bsiliquosus%26um%3D1%26hl%3Des%26client%3Dfirefox-a%26sa%3DN%26rls%3Dorg.mozilla:es-ES:official%26biw%3D1024%26bih%3D585%26tbs%3Disch:1&um=1&itbs=1&iact=hc&vpx=293&vpy=300&dur=104&hovh=82&hovw=55&tx=73&ty=68&oei=bbnFTK3vOoimsQPrn-naCw&page=1&ndsp=16&ved=1t:429,r:6,s:0",www.google.com.mx,Search Engine
1946,"http://www.google.com.mx/imgres?imgurl=http://www.darwinsbeagleplants.org/Darwin/ImageCache/cache_slqqEDW_836.jpeg&imgrefurl=http://www.darwinsbeagleplants.org/Darwin/Place.aspx%3Fp%3D25%26ix%3D6%26pid%3D1%26prcid%3D27%26ppid%3D1500&usg=__SGP_VlAdt0aCfGvaX0zIUM_rCNQ=&h=100&w=67&sz=3&hl=es&start=19&zoom=1&tbnid=J0SPzl3TRhCySM:&tbnh=91&tbnw=61&prev=/images%3Fq%3Dsolanaceae%2Bphysalis%26um%3D1%26hl%3Des%26sa%3DN%26biw%3D1003%26bih%3D427%26tbs%3Disch:10%2C640&um=1&itbs=1&iact=hc&vpx=817&vpy=140&dur=4244&hovh=91&hovw=61&tx=107&ty=32&ei=s0jlTKWqF6WpnAet5YzTDQ&oei=f0jlTM6-KYaglAek6dyjCw&esq=3&page=3&ndsp=10&ved=1t:429,r:4,s:19&biw=1003&bih=427",www.google.com.mx,Search Engine
1947,http://www.google.com.mx/search?aq=f&sourceid=chrome&ie=UTF-8&q=cryptocarpus,www.google.com.mx,Search Engine
1948,http://www.google.com.mx/search?hl=es&q=vallesia+glabra+&aq=f&aqi=&aql=&oq=&gs_rfai=,www.google.com.mx,Search Engine
1949,http://www.google.com.mx/search?hl=es&source=hp&q=Philoxerus+vermiculatus+Amaranthaceae&btnG=Buscar+con+Google&meta=&aq=f&aqi=&aql=&oq=&gs_rfai=,www.google.com.mx,Search Engine
1950,http://www.google.com.mx/url?sa=t&source=web&cd=17&ved=0CCwQFjAGOAo&url=http%3A%2F%2Fwww.darwinsbeagleplants.org%2FDarwin%2FPlant.aspx%3Fp%3D25%26ix%3D107%26pid%3D0%26prcid%3D0%26ppid%3D0&rct=j&q=Tetramerium%20nervosum&ei=aVu_TKKpMoO8lQewj83mBw&usg=AFQjCNG1K2ZvcC3JLpY-jWdxFVlcsh1YbA,www.google.com.mx,Search Engine
1951,http://www.google.com.mx/url?sa=t&source=web&cd=9&ved=0CE4QFjAI&url=http%3A%2F%2Fwww.darwinsbeagleplants.org%2FDarwin%2FPlant.aspx%3Fp%3D25%26ix%3D575%26pid%3D0%26prcid%3D0%26ppid%3D0&rct=j&q=portulacaceae%20portulaca&ei=YBkFTdbtM4uisQO00rTdDQ&usg=AFQjCNFOGv9VHuW8x5PrvGOig4wflNRiqA,www.google.com.mx,Search Engine
1952,http://www.google.com.my/imglanding?q=borreria%20latifolia&imgurl=http://www.natureloveyou.sg/Spermacoce%2520latifolia.jpg&imgrefurl=http://www.natureloveyou.sg/Plants-S.html&usg=__ncSGANX1bFbTyrFKj3-QqocUYio=&h=175&w=262&sz=28&hl=en&zoom=1&tbnid=EH9ymOSm44FkwM:&tbnh=75&tbnw=112&prev=/images%3Fq%3Dborreria%2Blatifolia%26hl%3Den%26gbv%3D2%26tbs%3Disch:1&itbs=1&gbv=2&tbs=isch:1&start=0,www.google.com.my,Search Engine
1953,http://www.google.com.my/imglanding?q=lycopodium%20cernuum&imgurl=http://caliban.mpiz-koeln.mpg.de/~stueber/lindman/517.jpg&imgrefurl=http://botany.csdl.tamu.edu/FLORA/imaxxlyc.htm&usg=__0zFPiwib6Q_jW-5oB5GHqkE2oaI=&h=785&w=504&sz=74&hl=en&um=1&itbs=1&tbnid=IB2zJMvolljPiM:&tbnh=143&tbnw=92&prev=/images%3Fq%3Dlycopodium%2Bcernuum%26um%3D1%26hl%3Den%26safe%3Doff%26sa%3DG%26tbs%3Disch:1&um=1&safe=off&sa=G&tbs=isch:1&start=13,www.google.com.my,Search Engine
1954,http://www.google.com.my/imglanding?q=Scoparia%20dulcis&imgurl=http://lh3.ggpht.com/_RqVPegmfIng/RwTyQvlgkfI/AAAAAAAAA5o/pUWsOzxYdYo/DSC00229.JPG&imgrefurl=http://picasaweb.google.com/lh/photo/evsZtg1oVjzl3t7ZhsMKfw&usg=__JPSn5gRYL-LmH1InpmHcGz1DV6A=&h=1600&w=1200&sz=384&hl=en&zoom=0&um=1&itbs=1&tbnid=q6kDJ836Ii5GSM:&tbnh=150&tbnw=113&prev=/images%3Fq%3DScoparia%2Bdulcis%26um%3D1%26hl%3Den%26sa%3DG%26rlz%3D1T4GZHY_enMY231MY234%26tbs%3Disch:1&um=1&sa=G&rlz=1T4GZHY_enMY231MY234&tbs=isch:1&start=10,www.google.com.my,Search Engine
1955,http://www.google.com.my/url?url=http://www.darwinsbeagleplants.org/Darwin/Plant.aspx%3Fp%3D25%26ix%3D802%26pid%3D0%26prcid%3D0%26ppid%3D0&rct=j&sa=U&ei=psfMTMPdOoOGvgObn6zmDw&ved=0CCMQFjACOBQ&q=Digitaria+setigera&usg=AFQjCNFwcT6Q8yitY4Ga6KBm-aqEwLTGWw&cad=rja,www.google.com.my,Search Engine
1956,http://www.google.com.pe/,www.google.com.pe,Search Engine
1957,"http://www.google.com.pe/imgres?imgurl=http://www.darwinsbeagleplants.org/Darwin/CGE00271_75px.jpg&imgrefurl=http://www.darwinsbeagleplants.org/Darwin/Plant.aspx%3Fp%3D25%26ix%3D140%26pid%3D0%26prcid%3D0%26ppid%3D0&usg=__-SnaBTyzpGcmTdvlJVUqKzgNeME=&h=113&w=75&sz=4&hl=es&start=0&zoom=1&tbnid=1jiDirj7I5bP3M:&tbnh=96&tbnw=64&ei=5vHQTYHNE4ry0gGygI2BDg&prev=/search%3Fq%3Dvallesia%2Bglabra%26hl%3Des%26sa%3DN%26biw%3D1024%26bih%3D653%26tbm%3Disch%26prmd%3Divns&itbs=1&iact=rc&dur=451&page=1&ndsp=13&ved=1t:429,r:5,s:0&tx=17&ty=44",www.google.com.pe,Search Engine
1958,"http://www.google.com.pe/imgres?imgurl=http://www.darwinsbeagleplants.org/Darwin/ImageCache/cache_0x3bbvT_2021.jpeg&imgrefurl=http://www.darwinsbeagleplants.org/Darwin/Plant.aspx%3Fp%3D25%26ix%3D140%26pid%3D0%26prcid%3D0%26ppid%3D0&usg=__xw54SnFVflLxjyDgIQDP9tLhzCM=&h=331&w=219&sz=18&hl=es&start=0&zoom=1&tbnid=iKenGCGmjL2DpM:&tbnh=162&tbnw=107&ei=5vHQTYHNE4ry0gGygI2BDg&prev=/search%3Fq%3Dvallesia%2Bglabra%26hl%3Des%26sa%3DN%26biw%3D1024%26bih%3D653%26tbm%3Disch%26prmd%3Divns&itbs=1&iact=rc&dur=362&page=1&ndsp=13&ved=1t:429,r:6,s:0&tx=66&ty=50",www.google.com.pe,Search Engine
1959,http://www.google.com.pe/imgres?imgurl=http://www.darwinsbeagleplants.org/Darwin/ImageCache/cache_0x3bbvT_2021.jpeg&imgrefurl=http://www.darwinsbeagleplants.org/Darwin/Plant.aspx%3Fp%3D25%26ix%3D140%26pid%3D0%26prcid%3D0%26ppid%3D0&usg=__xw54SnFVflLxjyDgIQDP9tLhzCM=&h=331&w=219&sz=18&hl=es&start=7&zoom=1&um=1&itbs=1&tbnid=iKenGCGmjL2DpM:&tbnh=119&tbnw=79&prev=/search%3Fq%3Dvallesia%2Bglabra%26um%3D1%26hl%3Des%26sa%3DN%26rlz%3D1W1GGLL_fr%26biw%3D1003%26bih%3D578%26tbm%3Disch&ei=lYXITZygJ-WV0QGdzKXPBw,www.google.com.pe,Search Engine
1960,"http://www.google.com.pe/imgres?imgurl=http://www.darwinsbeagleplants.org/Darwin/ImageCache/cache_5bVZFDb_520.jpeg&imgrefurl=http://www.darwinsbeagleplants.org/Darwin/Place.aspx%3Fp%3D25%26ix%3D16%26pid%3D1%26prcid%3D27%26ppid%3D1500&usg=__8pTnG5Ya7n0ctDQVwiWCBkV74sY=&h=100&w=67&sz=7&hl=es&start=0&zoom=1&tbnid=PvDXpsJ5KmQASM:&tbnh=91&tbnw=61&prev=/images%3Fq%3Dsisyrinchium%2Bchilense%26um%3D1%26hl%3Des%26sa%3DN%26biw%3D1024%26bih%3D667%26tbs%3Disch:10%2C205&um=1&itbs=1&iact=hc&vpx=753&vpy=333&dur=2337&hovh=91&hovw=61&tx=78&ty=52&ei=IWeuTMbvCqW4nAe1krzxBQ&oei=IWeuTMbvCqW4nAe1krzxBQ&esq=1&page=1&ndsp=23&ved=1t:429,r:21,s:0&biw=1024&bih=667",www.google.com.pe,Search Engine
1961,"http://www.google.com.pe/imgres?imgurl=http://www.darwinsbeagleplants.org/Darwin/ImageCache/cache_6YYDUwi_18.jpeg&imgrefurl=http://www.darwinsbeagleplants.org/Darwin/Place.aspx%3Fp%3D25%26ix%3D3%26pid%3D1%26prcid%3D27%26ppid%3D1500&usg=__yX6vqF2NOSC9h0sXHiGhE9WMgps=&h=100&w=67&sz=7&hl=es&start=0&zoom=1&tbnid=r8Mxf3mElsxw9M:&tbnh=91&tbnw=61&prev=/images%3Fq%3DDicliptera%2Bperuviana%26um%3D1%26hl%3Des%26biw%3D1360%26bih%3D598%26tbs%3Disch:1&um=1&itbs=1&iact=hc&vpx=472&vpy=139&dur=1658&hovh=91&hovw=61&tx=73&ty=52&ei=rKSRTMKAB8T58AaWp7y5BQ&oei=rKSRTMKAB8T58AaWp7y5BQ&esq=1&page=1&ndsp=22&ved=1t:429,r:2,s:0",www.google.com.pe,Search Engine
1962,http://www.google.com.pe/imgres?imgurl=http://www.darwinsbeagleplants.org/Darwin/ImageCache/cache_6YYDUwi_18.jpeg&imgrefurl=http://www.darwinsbeagleplants.org/Darwin/Place.aspx%3Fp%3D25%26ix%3D3%26pid%3D1%26prcid%3D27%26ppid%3D1500&usg=__yX6vqF2NOSC9h0sXHiGhE9WMgps=&h=100&w=67&sz=7&hl=es&start=3&zoom=1&tbnid=r8Mxf3mElsxw9M:&tbnh=82&tbnw=55&prev=/images%3Fq%3DDicliptera%2Bperuviana%26um%3D1%26hl%3Des%26sa%3DN%26rlz%3D1W1GGLR_es%26tbs%3Disch:1&um=1&itbs=1,www.google.com.pe,Search Engine
1963,http://www.google.com.pe/imgres?imgurl=http://www.darwinsbeagleplants.org/Darwin/ImageCache/cache_A3sSJ08_149.jpeg&imgrefurl=http://www.darwinsbeagleplants.org/Darwin/Place.aspx%3Fp%3D25%26ix%3D16%26pid%3D1%26prcid%3D27%26ppid%3D1500&usg=__bToVEkitHPxbCRd9QbBzWvLYawI=&h=100&w=67&sz=6&hl=es&start=10&sig2=8C8RllESZhnR6xSk_jashg&zoom=1&um=1&itbs=1&tbnid=cvjpVb-nY_hG8M:&tbnh=82&tbnw=55&prev=/images%3Fq%3DGnaphalium%2Bspicatum%26um%3D1%26hl%3Des%26sa%3DG%26biw%3D799%26bih%3D450%26tbm%3Disch&ei=eiadTeijN6Xn0gGqu6jjAg,www.google.com.pe,Search Engine
1964,http://www.google.com.pe/imgres?imgurl=http://www.darwinsbeagleplants.org/Darwin/ImageCache/cache_kZFJyhi_777.jpeg&imgrefurl=http://www.darwinsbeagleplants.org/Darwin/Place.aspx%3Fp%3D25%26ix%3D16%26pid%3D0%26prcid%3D0%26ppid%3D0&usg=__g6g9jWNjE5q_bY_C1GvNP4YrRQE=&h=100&w=67&sz=8&hl=es&start=8&tbnid=xG_juH02bMM3IM:&tbnh=82&tbnw=55&prev=/images%3Fq%3Drumex%2Bcuneifolius%26um%3D1%26hl%3Des%26lr%3D%26newwindow%3D1%26safe%3Doff%26tbs%3Disch:1&um=1&itbs=1,www.google.com.pe,Search Engine
1965,http://www.google.com.pe/imgres?imgurl=http://www.darwinsbeagleplants.org/Darwin/ImageCache/cache_l3EISUO_3765.jpeg&imgrefurl=http://www.darwinsbeagleplants.org/Darwin/Plant.aspx%3Fp%3D25%26ix%3D572%26pid%3D0%26prcid%3D0%26ppid%3D0&usg=__vPKrtJlGcsLqf9vvQvPrsCbU5M4=&h=331&w=219&sz=24&hl=es&start=9&zoom=0&um=1&itbs=1&tbnid=L29jVagVutBf_M:&tbnh=119&tbnw=79&prev=/images%3Fq%3Drumex%2Bcuneifolius%26um%3D1%26hl%3Des%26sa%3DN%26tbm%3Disch&ei=eiqeTcuqKbOJ0QHsqOXSBA,www.google.com.pe,Search Engine
1966,http://www.google.com.pe/imgres?imgurl=http://www.darwinsbeagleplants.org/Darwin/ImageCache/cache_XSaAZJj_16.jpeg&imgrefurl=http://www.darwinsbeagleplants.org/Darwin/Place.aspx%3Fp%3D25%26ix%3D3%26pid%3D1%26prcid%3D27%26ppid%3D1500&usg=__uACoGDJLigndp9hHbMDe3SkBmSU=&h=100&w=67&sz=7&hl=es&start=28&zoom=1&tbnid=SkOix5Uw1-arUM:&tbnh=82&tbnw=55&prev=/images%3Fq%3DDicliptera%2Btomentosa%26start%3D20%26um%3D1%26hl%3Des%26sa%3DN%26tbs%3Disch:1&um=1&itbs=1,www.google.com.pe,Search Engine
1967,http://www.google.com.pe/imgres?imgurl=http://www.darwinsbeagleplants.org/Darwin/ImageCache/cache_XSaAZJj_16.jpeg&imgrefurl=http://www.darwinsbeagleplants.org/Darwin/Place.aspx%3Fp%3D25%26ix%3D3%26pid%3D1%26prcid%3D27%26ppid%3D1500&usg=__uACoGDJLigndp9hHbMDe3SkBmSU=&h=100&w=67&sz=7&hl=es&start=2&zoom=1&tbnid=SkOix5Uw1-arUM:&tbnh=82&tbnw=55&prev=/images%3Fq%3DDicliptera%2Bperuviana%26um%3D1%26hl%3Des%26sa%3DN%26rlz%3D1W1GGLR_es%26tbs%3Disch:1&um=1&itbs=1,www.google.com.pe,Search Engine
1968,http://www.google.com.pe/search?hl=es&noj=1&&sa=X&ei=oZdMTfWFCZHEgAfa--FD&ved=0CCAQBSgA&q=Cryptocarpus+pyriformis&spell=1,www.google.com.pe,Search Engine
1969,http://www.google.com.pe/search?hl=es&q=cryptocarpus+pyriformis+H.B.K.&meta=&aq=f&aqi=&aql=&oq=&gs_rfai=,www.google.com.pe,Search Engine
1970,http://www.google.com.pe/search?hl=es&q=urtica+magellanica&meta=&aq=0&aqi=g1&aql=&oq=+urtica+magellanica&gs_rfai=,www.google.com.pe,Search Engine
1971,http://www.google.com.pe/search?q=Bidens+subalternans&hl=es&prmd=i&ei=c1LvTMfsGMSp8Ab0huWuDA&start=10&sa=N,www.google.com.pe,Search Engine
1972,http://www.google.com.pe/search?q=planta+Bidens+subalternans&hl=es&ei=CDXvTL_uJML98AbI4dGpCg&start=10&sa=N,www.google.com.pe,Search Engine
1973,http://www.google.com.pe/search?sourceid=navclient&hl=es&ie=UTF-8&rlz=1T4SKPB_esPE375PE375&q=Dicliptera+peruviana,www.google.com.pe,Search Engine
1974,http://www.google.com.pe/url?sa=t&source=web&cd=10&ved=0CDUQFjAJ&url=http%3A%2F%2Fwww.darwinsbeagleplants.org%2FDarwin%2FPlant.aspx%3Fp%3D25%26ix%3D628%26pid%3D0%26prcid%3D0%26ppid%3D0&rct=j&q=Saxifraga%20magellanica&ei=mOrOTNXEGMmr8AaKlM2DCA&usg=AFQjCNEy8lSwUc1Us1EWtCod_7LSsD-ozg,www.google.com.pe,Search Engine
1975,http://www.google.com.pe/url?sa=t&source=web&cd=16&ved=0CGUQFjAP&url=http%3A%2F%2Fwww.darwinsbeagleplants.org%2FDarwin%2FPlant.aspx%3Fp%3D25%26ix%3D140%26pid%3D0%26prcid%3D0%26ppid%3D0&rct=j&q=%20vallesia%20glabra&ei=LHy4TefKKIXcgQe-0YFd&usg=AFQjCNGQkFVRcqdzqtEKFWCXDuhnU15_LQ,www.google.com.pe,Search Engine
1976,http://www.google.com.ph/imgres?imgurl=http://www.darwinsbeagleplants.org/Darwin/ImageCache/cache_SHoYX5J_559.jpeg&imgrefurl=http://www.darwinsbeagleplants.org/Darwin/Place.aspx%3Fp%3D25%26ix%3D11%26pid%3D1%26prcid%3D27%26ppid%3D1500&usg=__wOLAnqhIHuyyfzyzRcjo0DEtEO0=&h=100&w=67&sz=6&hl=tl&start=37&um=1&itbs=1&tbnid=NT675eHYOcRXxM:&tbnh=82&tbnw=55&prev=/images%3Fq%3Dlycopodium%2Bcernuum%26start%3D20%26um%3D1%26hl%3Dtl%26sa%3DN%26ndsp%3D20%26tbs%3Disch:1,www.google.com.ph,Search Engine
1977,http://www.google.com.ph/url?sa=t&source=web&cd=2&ved=0CB0QFjAB&url=http%3A%2F%2Fwww.darwinsbeagleplants.org%2F&rct=j&q=VOYAGE%20PLANT&ei=nRJSTbfMComycbb35Y0H&usg=AFQjCNErsH1uRowixpvL0XMpSg-vN3c5IA,www.google.com.ph,Search Engine
1978,http://www.google.com.ph/url?sa=t&source=web&cd=54&ved=0CCwQFjADODI&url=http%3A%2F%2Fwww.darwinsbeagleplants.org%2FDarwin%2FPlant.aspx%3Fp%3D25%26ix%3D307%26pid%3D0%26prcid%3D0%26ppid%3D0&rct=j&q=Heliotropium%20indicum&ei=_JYITa_5JoHjrAfWgI3VDg&usg=AFQjCNEH1HTC72t8A_sYXt2Q8-vJ159FQw&cad=rja,www.google.com.ph,Search Engine
1979,http://www.google.com.pk/imgres?imgurl=http://www.darwinsbeagleplants.org/Darwin/CGE00271_ImageMap.jpg&imgrefurl=http://www.darwinsbeagleplants.org/Darwin/HerbariumSheet.aspx&h=770&w=512&sz=266&tbnid=zrkWxkf7GNmGXM:&tbnh=142&tbnw=94&prev=/images%3Fq%3Dherbarium%2Bsheets&zoom=1&q=herbarium+sheets&hl=en&usg=__zcBzKaXgb31Mj38PAhe88K5QtEI=&sa=X&ei=SZdSTYvKKMvAswaMuuDwBg&ved=0CCoQ9QEwDA,www.google.com.pk,Search Engine
1980,http://www.google.com.pk/imgres?imgurl=http://www.darwinsbeagleplants.org/Darwin/ImageCache/cache_v9JuCmo_2655.jpeg&imgrefurl=http://www.darwinsbeagleplants.org/Darwin/Plant.aspx%3Fix%3D28%26pid%3D0%26prcid%3D0%26ppid%3D0&usg=__YygOp2ANwkq-bWjqMLqfSK5z9NE=&h=331&w=219&sz=23&hl=en&start=20&zoom=0&tbnid=0mo7GLh4oJnwkM:&tbnh=119&tbnw=79&ei=IXO0Tb_SKsqO8gO79pHRAQ&prev=/images%3Fq%3Dherbarium%2Bsheets%2Bof%2Bsalvadora%26hl%3Den%26sa%3DX%26tbm%3Disch&itbs=1,www.google.com.pk,Search Engine
1981,http://www.google.com.pk/search?hl=en&sa=X&ei=EbiiTcTfBoe8rAfl_sHrAg&ved=0CBMQBSgA&q=herbarium+sheet+of+raphanus+sativus&spell=1,www.google.com.pk,Search Engine
1982,http://www.google.com.pk/search?hl=en&source=hp&q=Panicum+colonum&meta=&aq=f&aqi=g-v2&aql=&oq=&gs_rfai=,www.google.com.pk,Search Engine
1983,http://www.google.com.pk/url?sa=t&source=web&cd=10&ved=0CEsQFjAJ&url=http%3A%2F%2Fwww.darwinsbeagleplants.org%2FDarwin%2FPlant.aspx%3Fp%3D25%26ix%3D662%26pid%3D0%26prcid%3D0%26ppid%3D0&rct=j&q=authority%20of%20withania%20somnifera&ei=zIYVTc_kGojWrQey4rSCDA&usg=AFQjCNGxAFjno9fo3C8Fc2wIA1E1MnG17Q,www.google.com.pk,Search Engine
1984,http://www.google.com.py/url?sa=t&source=web&cd=10&ved=0CDwQFjAJ&url=http%3A%2F%2Fwww.darwinsbeagleplants.org%2FDarwin%2FPlant.aspx%3Fp%3D25%26ix%3D92%26pid%3D0%26prcid%3D0%26ppid%3D0&rct=j&q=NYCTAGINACEAE%2C%20BOERHAVIA&ei=bDe_TNfEG4L58AbflNi8Bg&usg=AFQjCNF0mmZo2-qtXmOKFzr76C7KEIrEsA,www.google.com.py,Search Engine
1985,http://www.google.com.sa/search?q=Fabaceae+acacia&hl=ar&safe=active&biw=1003&bih=532&prmd=ivns&ei=yvtWTfjtD8yFhQf4obCpDA&start=10&sa=N,www.google.com.sa,Search Engine
1986,http://www.google.com/search?aq=f&sourceid=chrome&ie=UTF-8&q=beagle+species,www.google.com,Search Engine
1987,http://www.google.com/search?client=firefox-a&rls=org.mozilla%3Aen-US%3Aofficial&channel=s&hl=en&source=hp&q=darwin+herbarium+sheets&btnG=Google+Search&safe=active,www.google.com,Search Engine
1988,http://www.google.com/search?client=ms-rim&hl=en&q=ilhas%20em%20caboverde&ie=UTF-8&oe=UTF-8&channel=browser,www.google.com,Search Engine
1989,http://www.google.com/search?client=safari&rls=en&q=Calceolaria+integrifolia+darwin&ie=UTF-8&oe=UTF-8,www.google.com,Search Engine
1990,http://www.google.com/search?client=safari&rls=en&q=darwin+collected+plants&ie=UTF-8&oe=UTF-8,www.google.com,Search Engine
1991,http://www.google.com/search?client=safari&rls=en&q=darwin+plants.com&ie=UTF-8&oe=UTF-8,www.google.com,Search Engine
1992,http://www.google.com/search?client=safari&rls=en&q=darwin+plants&ie=UTF-8&oe=UTF-8,www.google.com,Search Engine
1993,http://www.google.com/search?client=safari&rls=en&q=Ericaceae+of+patagonia&ie=UTF-8&oe=UTF-8,www.google.com,Search Engine
1994,http://www.google.com/search?client=safari&rls=en&q=Gnphanlium+spicatum&ie=UTF-8&oe=UTF-8,www.google.com,Search Engine
1995,http://www.google.com/search?hl=en&client=safari&rls=en&q=plumbaginaceae+armeria+maritima&aq=f&aqi=&aql=&oq=&gs_rfai=,www.google.com,Search Engine
1996,http://www.google.com/search?hl=en&client=safari&rls=en&q=solanaceae+acnistus&aq=f&aqi=&aql=&oq=&gs_rfai=,www.google.com,Search Engine
1997,"http://www.google.com/search?hl=en&q=rubiaceae%20galium&bav=on.2,or.r_gc.r_pw.&um=1&biw=1082&bih=653&ie=UTF-8&sa=N&tab=iw",www.google.com,Search Engine
1998,http://www.google.com/search?hl=en&rlz=1G1GGLQ_ENUS313&q=Neobaclea+crispifolia&psj=1&wrapid=tlif12895015893931&um=1&biw=1276&bih=560&ie=UTF-8&sa=N&tab=iw,www.google.com,Search Engine
1999,http://www.google.com/search?hl=en&rlz=1W1GFRC_en&biw=1032&bih=693&q=clerodendron+molle&aq=f&aqi=&aql=&oq=,www.google.com,Search Engine
2000,http://www.google.com/search?hl=en&safe=off&client=opera&hs=bl3&rls=en&channel=suggest&q=Euphorbiaceae++Acalypha&aq=f&aqi=g-v5&aql=&oq=,www.google.com,Search Engine
2001,http://www.google.com/search?hl=en&safe=off&client=safari&rls=en&q=hypsela+reniformis+plants&aq=f&aqi=&aql=&oq=&gs_rfai=,www.google.com,Search Engine
2002,http://www.google.com/search?hl=en&source=hp&biw=980&bih=511&q=Roseacae+geum&rlz=1W1SUNA_en&aq=f&aqi=m1&aql=&oq=,www.google.com,Search Engine
